customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,MonthlyRevenue,RevenuePerTenureMonth,ChurnProbability,RiskLevel,RevenueAtRisk
5256-SKJGO,Female,No,Yes,Yes,64,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,0,49-72 Months,54.6,53.4921875,0.023663545515398156,Low,1.2920295851407393
3071-VBYPO,Male,No,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,0,0-6 Months,89.85,82.8,0.5497680442583996,Medium,49.39665877661721
9560-BBZXK,Female,No,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,0,25-48 Months,31.05,31.2875,0.01924539452016313,Low,0.5975694998510652
5299-RULOA,Female,No,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,1,7-12 Months,100.25,106.465,0.6297421588484329,High,63.13165142455539
8402-OOOHJ,Female,No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,0,25-48 Months,20.65,20.36951219512195,0.008630818652713469,Low,0.1782264051785331
9445-ZUEQE,Male,No,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,0,25-48 Months,85.2,79.68888888888888,0.37225256949537655,Medium,31.715918921006082
1091-SOZGA,Female,No,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,0,49-72 Months,99.8,98.49017857142856,0.20814548200763816,Low,20.772919104362288
2928-HLDBA,Female,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,0,0-6 Months,20.7,18.791666666666668,0.15058968330640107,Low,3.1172064444425023
0404-SWRVG,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,1,0-6 Months,74.4,76.51666666666667,0.7398884645820625,High,55.047701764905455
6497-TILVL,Female,No,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,0,7-12 Months,50.7,50.05,0.24239778632234432,Low,12.289567766542858
7219-TLZHO,Female,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,0,0-6 Months,20.85,15.725,0.1627828460836343,Low,3.3940223408437755
4622-YNKIJ,Male,No,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,0,25-48 Months,88.95,91.7469696969697,0.12427858480655836,Low,11.054580118543367
4412-YLTKF,Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,1,25-48 Months,78.05,79.0925925925926,0.5829242674165271,Medium,45.497239071859944
6734-PSBAW,Male,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,0,49-72 Months,23.55,23.94375,0.0032635102829888726,Low,0.07685566716438795
3930-ZGWVE,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0,0-6 Months,19.75,19.75,0.18304855407553178,Low,3.6152089429917527
2639-UGMAZ,Male,Yes,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,0,49-72 Months,56.45,56.131690140845066,0.0338753728129551,Low,1.9122647952913154
2876-GZYZC,Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,0,13-24 Months,85.95,93.51153846153846,0.6999711172663833,High,60.162517529045644
6207-WIOLX,Female,No,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,1,25-48 Months,58.6,60.106,0.20071011249574822,Low,11.761612592250845
8587-XYZSF,Male,No,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,0,49-72 Months,50.55,48.65820895522388,0.008177565533407798,Low,0.4133759377137642
3091-FYHKI,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,1,0-6 Months,35.45,35.45,0.5852557261655668,Medium,20.747315492569342
2372-HWUHI,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,1,0-6 Months,44.35,40.625,0.47962530345570226,Medium,21.271382208260395
7799-LGRDP,Female,No,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,0,25-48 Months,25.7,27.632558139534886,0.012378624733871996,Low,0.3181306556605103
7850-VWJUU,Female,No,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,0,13-24 Months,75.0,77.32608695652173,0.37926687336708254,Medium,28.44501550253119
3774-VBNXY,Female,No,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,0,49-72 Months,20.2,19.96484375,0.0029082613412857823,Low,0.0587468790939728
6217-KDYWC,Male,No,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,0,49-72 Months,19.6,20.5359649122807,0.006208770286539395,Low,0.12169189761617216
0390-DCFDQ,Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,1,0-6 Months,70.45,70.45,0.6647632311528346,High,46.8325696347172
3146-MSEGF,Female,Yes,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,0,49-72 Months,88.05,89.24513888888889,0.016051390548644146,Low,1.413324937808117
4080-OGPJL,Female,No,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,1,7-12 Months,71.15,70.45625,0.25894148417048485,Low,18.423686598729997
1095-WGNGG,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,0,49-72 Months,101.05,97.88934426229508,0.11221339982542469,Low,11.339164052359164
2636-SJDOU,Male,No,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,0,49-72 Months,84.3,82.64140625,0.08439779736432103,Low,7.114734317812262
1131-QQZEB,Male,Yes,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,0,49-72 Months,23.95,24.735211267605635,0.0022784269409967957,Low,0.05456832523687326
5716-EZXZN,Female,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,0,49-72 Months,99.05,98.71846153846154,0.042454540416795306,Low,4.2051222282835745
6837-BJYDQ,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,0,0-6 Months,19.6,20.45,0.09077332365169326,Low,1.7791571435731879
2135-RXIHG,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,1,0-6 Months,45.65,45.65,0.5965269623903872,Medium,27.231455833121174
6440-DKQGE,Male,No,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,0,25-48 Months,64.5,64.33166666666666,0.10488280331018031,Low,6.76494081350663
3466-BYAVD,Male,No,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,0,13-24 Months,69.5,71.42666666666668,0.31622188274805385,Medium,21.97742085098974
3780-YVMFA,Female,No,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,0,7-12 Months,68.55,70.54375,0.46377244535951334,Medium,31.79160112939464
3874-EQOEP,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,1,7-12 Months,95.0,93.64285714285714,0.5535625661772847,Medium,52.58844378684205
1679-JRFBR,Female,No,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,0,49-72 Months,108.15,113.29357142857144,0.13652310301734072,Low,14.764973591325399
9073-ZZIAY,Male,No,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,0,49-72 Months,86.1,84.11693548387096,0.0201539467815607,Low,1.7352548178923761
3077-RSNTJ,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,0,0-6 Months,19.7,18.916666666666668,0.15006967996830467,Low,2.956372695375602
6551-GNYDG,Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,0,13-24 Months,80.9,82.34285714285714,0.5801693205383129,Medium,46.93569803154952
9167-APMXZ,Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,0,13-24 Months,84.15,82.81590909090909,0.5262228936177,Medium,44.28165649792946
2749-CTKAJ,Male,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,0,13-24 Months,20.15,19.08636363636364,0.03895325816039327,Low,0.7849081519319244
6371-NZYEG,Male,No,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,0,13-24 Months,64.25,64.0,0.0611130500031769,Low,3.926513462704116
7554-NEWDD,Male,No,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,0,7-12 Months,25.7,25.16,0.036477564594872704,Low,0.9374734100882285
8992-VONJD,Female,No,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,0,13-24 Months,56.0,58.81153846153846,0.38043087984514584,Medium,21.30412927132817
0867-MKZVY,Female,No,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,1,13-24 Months,82.4,79.61749999999999,0.4137807163751407,Medium,34.095531029311594
4482-EWFMI,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,0,0-6 Months,69.7,67.6,0.7410124642261477,High,51.6485687565625
4648-YPBTM,Male,No,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,0,49-72 Months,73.9,74.68396226415095,0.034462167772737,Low,2.5467541984052646
2907-ILJBN,Female,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,0,7-12 Months,20.6,21.263636363636365,0.06450599999764883,Low,1.328823599951566
6345-FZOQH,Male,No,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,0,49-72 Months,19.9,19.76014492753623,0.0022854906720705856,Low,0.045481264374204654
3376-BMGFE,Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,1,0-6 Months,70.9,68.25,0.6361581577955219,High,45.1036133877025
5997-OPVFA,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,0,49-72 Months,89.05,86.86736111111111,0.01612992415861669,Low,1.4363697463248162
3445-HXXGF,Male,Yes,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,1,49-72 Months,45.3,45.710344827586205,0.13187352757384926,Low,5.973870799095371
1159-WFSGR,Female,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,0,13-24 Months,20.4,20.0875,0.14222429851822652,Low,2.901375689771821
7654-YWJUF,Male,No,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,0,25-48 Months,84.25,82.30813953488372,0.1057878542035991,Low,8.912626716653223
1875-QIVME,Female,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,1,0-6 Months,104.4,121.4,0.6939905784949291,High,72.4526163948706
6727-IOTLZ,Male,No,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,0,13-24 Months,81.95,84.41071428571429,0.08136799721243014,Low,6.6681073715586505
0691-JVSYA,Female,No,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,1,49-72 Months,94.85,94.3433962264151,0.21481442463180805,Low,20.37514817632699
5918-VUKWP,Female,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,0,25-48 Months,20.55,20.4546875,0.024285224909717743,Low,0.4990613718946996
1744-JHKYS,Female,No,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,0,25-48 Months,24.7,22.947058823529414,0.06909486445921338,Low,1.7066431521425705
2656-FMOKZ,Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,1,13-24 Months,74.45,76.38000000000001,0.5665146964040331,Medium,42.17701914728026
2070-FNEXE,Female,Yes,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,1,7-12 Months,76.45,71.94285714285715,0.3946737852500776,Medium,30.172810882368434
5947-SGKCL,Female,No,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,0,13-24 Months,105.35,103.95,0.6204549080812053,High,65.36492456635497
3712-PKXZA,Male,No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,0,49-72 Months,20.55,20.524590163934427,0.009158831389762317,Low,0.18821398505961562
6317-YPKDH,Female,No,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,1,0-6 Months,29.95,29.95,0.36910034966375993,Medium,11.054555472429609
6582-OIVSP,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,0,0-6 Months,45.3,45.3,0.39195607853053704,Medium,17.755610357433326
9367-WXLCH,Male,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,1,7-12 Months,84.5,82.83125,0.5230708208068908,Medium,44.199484358182275
5524-KHNJP,Male,No,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,0,25-48 Months,74.75,74.34242424242424,0.0689768179063524,Low,5.156017138499842
1918-ZBFQJ,Female,No,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,1,13-24 Months,79.25,85.51153846153846,0.687555711109438,High,54.488790105422964
1024-GUALD,Female,No,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,1,0-6 Months,24.8,24.8,0.5733914123157402,Medium,14.220107025430357
4827-USJHP,Male,No,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,0,13-24 Months,51.8,51.1925,0.3288067524296367,Medium,17.03218977585518
8167-GJLRN,Male,No,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,0,0-6 Months,30.4,27.383333333333336,0.35299645638863564,Medium,10.731092274214523
0956-SYCWG,Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,0,13-24 Months,19.65,18.83076923076923,0.08495226146411188,Low,1.6693119377697982
8017-UVSZU,Female,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,0,25-48 Months,56.6,59.4775,0.1340670972274195,Low,7.588197703071944
7100-FQPRV,Male,No,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,0,25-48 Months,71.9,73.79883720930232,0.05087495768127,Low,3.657909457283313
2472-OVKUP,Male,No,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,1,0-6 Months,91.0,88.5,0.73958582790192,High,67.30231033907472
2984-RGEYA,Female,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,0,49-72 Months,19.75,19.933333333333334,0.002231330468644627,Low,0.044068776755731384
9680-NIAUV,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,0,49-72 Months,109.7,112.90694444444443,0.049088752923814594,Low,5.385036195742461
2146-EGVDT,Male,No,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,0,49-72 Months,19.3,20.215254237288136,0.0034118875535164516,Low,0.06584942978286752
2604-IJPDU,Female,No,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,0,13-24 Months,96.55,95.0825,0.4533963825662235,Medium,43.77542073676888
9178-JHUVJ,Male,No,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,0,13-24 Months,24.1,24.475,0.029254452152182548,Low,0.7050322968675995
6168-YBYNP,Male,No,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,0,49-72 Months,111.35,110.5042372881356,0.40713350212524313,Medium,45.33431546164582
7255-SSFBC,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,0,49-72 Months,112.25,111.68958333333332,0.08144231011953364,Low,9.141899310917651
3645-DEYGF,Male,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,0,0-6 Months,20.75,20.75,0.18373315613756036,Low,3.8124629898543776
9323-HGFWY,Female,No,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,0,25-48 Months,101.9,99.30185185185184,0.18147417980281855,Low,18.49221892190721
8544-GOQSH,Female,No,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,0,13-24 Months,80.05,79.45,0.4617671978628323,Medium,36.96446418891973
3363-DTIVD,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,0,49-72 Months,105.55,104.30281690140843,0.06569432703686016,Low,6.93403621874059
7018-WBJNK,Male,No,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,0,13-24 Months,78.3,79.53461538461539,0.5699620380119907,Medium,44.62802757633887
9142-KZXOP,Male,No,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,0,25-48 Months,68.85,67.24886363636364,0.21848152748041128,Low,15.042453167026315
7674-YTAFD,Female,No,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,0,25-48 Months,79.95,81.35909090909091,0.20189274496151546,Low,16.141324959673163
6348-SNFUS,Male,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,0,49-72 Months,55.45,58.04444444444445,0.007408546516160391,Low,0.4108039043210937
1285-OKIPP,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,1,0-6 Months,79.9,79.9,0.6699372559413769,High,53.527986749716014
7825-ECJRF,Female,No,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,1,13-24 Months,106.6,101.81315789473685,0.47962412349665073,Medium,51.127931564742966
1347-KTTTA,Male,No,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,0,49-72 Months,102.45,103.9703125,0.13766308402255062,Low,14.10358295811031
